0.102	0.92957
0.104	0.92015
0.106	0.92114
0.108	0.93227
0.11	0.9512
0.112	0.97259
0.114	0.99074
0.116	0.99963
0.118	0.99632
0.12	0.98233
0.122	0.96181
0.124	0.94154
0.126	0.92686
0.128	0.92115
0.13	0.92601
0.132	0.94011
0.134	0.96002
0.136	0.9805
0.138	0.9954
0.14	0.99986
0.142	0.99259
0.144	0.97606
0.146	0.95561
0.148	0.93757
0.15	0.92635
0.152	0.9246
0.154	0.93289
0.156	0.94903
0.158	0.96917
0.16	0.98763
0.162	0.99861
0.164	0.99855
0.166	0.98785
0.168	0.9699
0.17	0.95061
0.172	0.93537
0.174	0.92789
0.176	0.92998
0.178	0.94122
0.18	0.9586
0.182	0.9779
0.184	0.99324
0.186	0.9999
0.188	0.99593
0.19	0.98274
0.192	0.9648
0.194	0.94756
0.196	0.93586
0.198	0.93228
0.2	0.93788
0.202	0.95113
0.204	0.9688
0.206	0.98573
0.208	0.99737
0.21	0.99965
0.212	0.99232
0.214	0.9779
0.216	0.96136
0.218	0.94712
0.22	0.93922
0.222	0.93953
0.224	0.94784
0.226	0.96194
0.228	0.97818
0.23	0.99208
0.232	0.99947
0.234	0.99822
0.236	0.98892
0.238	0.97514
0.24	0.96117
0.242	0.95079
0.244	0.94693
0.246	0.95008
0.248	0.95982
0.25	0.97334
0.252	0.98684
0.254	0.99672
0.256	1
0.258	0.99622
0.26	0.98676
0.262	0.975
0.264	0.96462
0.266	0.95833
0.268	0.9576
0.27	0.96272
0.272	0.97201
0.274	0.98286
0.276	0.99278
0.278	0.99869
0.28	0.9998
0.282	0.99595
0.284	0.98941
0.286	0.98207
0.288	0.9765
0.29	0.97412
0.292	0.97525
0.294	0.97944
0.296	0.98542
0.298	0.99163
0.3	0.99659
0.302	0.99933
0.304	1
0.306	0.99882
0.308	0.99687
0.31	0.99486
0.312	0.99349
0.314	0.99291
0.316	0.99278
0.318	0.99314
0.32	0.99357
0.322	0.99359
0.324	0.99299
0.326	0.99194
0.328	0.99035
0.33	0.98845
0.332	0.98736
0.334	0.98788
0.336	0.99134
0.338	0.99692
0.34	0.99988
0.342	0.98709
0.344	0.93636
0.346	0.82885
0.348	0.67148
0.35	0.50152
0.352	0.35611
0.354	0.2487
0.356	0.17533
0.358	0.12674
0.36	0.094594
0.362	0.073168
0.364	0.05877
0.366	0.048966
0.368	0.042398
0.37	0.038098
0.372	0.035527
0.374	0.034422
0.376	0.034712
0.378	0.036468
0.38	0.039976
0.382	0.045906
0.384	0.055407
0.386	0.070713
0.388	0.096132
0.39	0.14031
0.392	0.22146
0.394	0.37597
0.396	0.64752
0.398	0.944
0.3983	0.97015
0.3987	0.9926
0.3991	1.0001
0.3995	0.99349
0.3999	0.97537
0.4	0.96926
0.4003	0.94795
0.4007	0.91446
0.4011	0.87712
0.4015	0.83854
0.4019	0.80019
0.402	0.79088
0.404	0.63562
0.406	0.55032
0.408	0.52158
0.41	0.53887
0.412	0.59901
0.414	0.70194
0.416	0.83575
0.418	0.95712
0.42	0.99943
0.422	0.9436
0.424	0.84059
0.426	0.7459
0.428	0.68413
0.43	0.65957
0.432	0.67124
0.434	0.71776
0.436	0.79481
0.438	0.88915
0.44	0.9703
0.442	0.99994
0.444	0.96423
0.446	0.88816
0.448	0.80898
0.45	0.75037
0.452	0.72127
0.454	0.72344
0.456	0.75623
0.458	0.81607
0.46	0.89228
0.462	0.963
0.464	0.99888
0.466	0.98293
0.468	0.92613
0.47	0.85644
0.472	0.79795
0.474	0.76325
0.476	0.75638
0.478	0.77805
0.48	0.82528
0.482	0.89011
0.484	0.95512
0.486	0.99548
0.488	0.9925
0.49	0.94871
0.492	0.88571
0.494	0.82686
0.496	0.78736
0.498	0.7731
0.5	0.786
0.502	0.82404
0.504	0.88107
0.506	0.94346
0.508	0.98924
0.51	0.99822
0.512	0.96649
0.514	0.91028
0.516	0.85192
0.518	0.80838
0.52	0.788
0.522	0.79344
0.524	0.82403
0.526	0.87469
0.528	0.934
0.53	0.98256
0.532	0.99994
0.534	0.97802
0.536	0.92797
0.538	0.87087
0.54	0.82467
0.542	0.79956
0.544	0.79941
0.546	0.82389
0.548	0.86931
0.55	0.92591
0.552	0.97622
0.554	0.9997
0.556	0.98549
0.558	0.94099
0.56	0.88554
0.562	0.83807
0.564	0.80955
0.566	0.80542
0.568	0.82567
0.57	0.86754
0.572	0.92176
0.574	0.97215
0.576	0.9988
0.578	0.98926
0.58	0.94842
0.582	0.89478
0.584	0.84686
0.586	0.81705
0.588	0.81093
0.59	0.8293
0.592	0.86916
0.594	0.92176
0.596	0.97156
0.598	0.9986
0.6	0.99028
0.602	0.95122
0.604	0.89889
0.606	0.85218
0.608	0.82337
0.61	0.81808
0.612	0.83721
0.614	0.87725
0.616	0.92911
0.618	0.97627
0.62	0.99944
0.622	0.98774
0.624	0.94712
0.626	0.89616
0.628	0.8529
0.63	0.82859
0.632	0.82826
0.634	0.85175
0.636	0.8946
0.638	0.9454
0.64	0.98638
0.642	0.99972
0.644	0.97943
0.646	0.93615
0.648	0.88898
0.65	0.85428
0.652	0.84065
0.654	0.85099
0.656	0.88311
0.658	0.92866
0.66	0.97297
0.662	0.99819
0.664	0.99312
0.666	0.96223
0.668	0.92159
0.67	0.88811
0.672	0.87253
0.674	0.87826
0.676	0.90328
0.678	0.93973
0.68	0.97505
0.682	0.99658
0.684	0.99857
0.686	0.98572
0.688	0.96808
0.69	0.95372
0.692	0.94456
0.694	0.93548
0.696	0.91479
0.698	0.85985
0.7	0.73583
0.702	0.53257
0.704	0.31811
0.706	0.16817
0.708	0.086614
0.71	0.046117
0.712	0.026069
0.714	0.015841
0.716	0.010385
0.718	0.0073873
0.72	0.0057478
0.7202	0.0056362
0.7204	0.0055324
0.7206	0.005436
0.7208	0.005348
0.721	0.0052661
0.7212	0.0051921
0.7214	0.0051251
0.7216	0.0050647
0.7218	0.005011
0.722	0.0049636
0.722	0.0049636
0.7222	0.0049238
0.7224	0.0048907
0.7226	0.0048648
0.7228	0.0048455
0.723	0.0048332
0.7232	0.0048269
0.7234	0.00483
0.7236	0.0048389
0.7238	0.0048574
0.724	0.004883
0.724	0.004883
0.7242	0.0049171
0.7244	0.0049618
0.7246	0.0050152
0.7248	0.0050789
0.725	0.005154
0.7252	0.0052418
0.7254	0.0053416
0.7256	0.0054571
0.7258	0.005588
0.726	0.0057371
0.726	0.0057371
0.7262	0.0059059
0.7264	0.0060953
0.7266	0.0063112
0.7268	0.0065543
0.727	0.006829
0.7272	0.0071394
0.7274	0.007492
0.7276	0.0078931
0.7278	0.0083512
0.728	0.0088741
0.728	0.0088741
0.7282	0.0094763
0.7284	0.01018
0.7286	0.010974
0.7288	0.011931
0.729	0.013044
0.7292	0.014355
0.7294	0.015937
0.7296	0.01785
0.7298	0.020196
0.73	0.023073
0.73	0.023073
0.7302	0.026729
0.7304	0.031381
0.7306	0.037429
0.7308	0.045498
0.731	0.056571
0.7312	0.072216
0.7314	0.095121
0.7316	0.13022
0.7318	0.18675
0.732	0.28248
0.732	0.28248
0.7322	0.4494
0.7324	0.71662
0.7325	0.83735
0.7326	0.93933
0.7326	0.97453
0.7326	0.99523
0.7327	0.98755
0.7328	0.92154
0.7328	0.92154
0.733	0.65282
0.7332	0.43123
0.7334	0.29501
0.7336	0.21352
0.7338	0.16305
0.734	0.13036
0.734	0.13036
0.7342	0.10847
0.7344	0.093347
0.7346	0.08281
0.7348	0.075511
0.735	0.070655
0.7352	0.06772
0.7354	0.066471
0.7356	0.06682
0.7358	0.068811
0.736	0.072795
0.736	0.072795
0.7362	0.079116
0.7364	0.088744
0.7366	0.10307
0.7368	0.12471
0.737	0.15814
0.7372	0.21236
0.7374	0.30484
0.7376	0.4684
0.7378	0.73664
0.7379	0.85835
0.738	0.95686
0.738	0.99969
0.738	0.98693
0.738	0.98694
0.7381	0.96889
0.7382	0.87632
0.7382	0.87632
0.7384	0.57164
0.7386	0.35572
0.7388	0.23455
0.739	0.16645
0.7392	0.1263
0.7394	0.10157
0.7396	0.085987
0.7398	0.076222
0.74	0.070543
0.74	0.070543
0.7402	0.068097
0.7404	0.068567
0.7406	0.072124
0.7408	0.079451
0.741	0.09232
0.7412	0.11384
0.7414	0.15102
0.7416	0.21889
0.7418	0.35293
0.742	0.62214
0.742	0.62221
0.7421	0.77334
0.7422	0.99674
0.7422	0.96892
0.7422	0.91717
0.7423	0.96623
0.7424	0.84318
0.7424	0.84307
0.7426	0.48265
0.7428	0.27679
0.743	0.17672
0.7432	0.12497
0.7434	0.096217
0.7436	0.07953
0.7438	0.069872
0.744	0.064929
0.744	0.064929
0.7442	0.063611
0.7444	0.065575
0.7446	0.071381
0.7448	0.082359
0.745	0.10138
0.7452	0.13491
0.7454	0.19724
0.7456	0.3235
0.7458	0.58958
0.7459	0.74691
0.746	0.96183
0.746	0.96181
0.746	0.90326
0.746	0.99495
0.7461	0.96668
0.7462	0.8369
0.7462	0.8369
0.7464	0.46622
0.7466	0.26412
0.7468	0.16835
0.747	0.11934
0.7472	0.092297
0.7474	0.07659
0.7476	0.067571
0.7478	0.062898
0.748	0.061599
0.748	0.061599
0.7482	0.063371
0.7484	0.068556
0.7486	0.078168
0.7488	0.09454
0.749	0.12239
0.7492	0.17188
0.7494	0.26648
0.7496	0.46011
0.7498	0.81071
0.75	0.98434
0.75	0.98428
0.7502	0.58077
0.7502	0.65187
0.7504	0.36655
0.7506	0.22333
0.7507	0.18889
0.7508	0.15139
0.751	0.11219
0.7511	0.097216
0.7512	0.089496
0.7514	0.075828
0.7516	0.069019
0.7516	0.067743
0.7518	0.063427
0.752	0.062064
0.752	0.062064
0.752	0.062064
0.7522	0.063358
0.7524	0.067538
0.7526	0.075241
0.7528	0.087993
0.753	0.10868
0.7532	0.143
0.7534	0.20307
0.7536	0.31493
0.7538	0.53103
0.754	0.86944
0.754	0.86966
0.7541	0.97369
0.7542	0.92653
0.7542	0.99651
0.7542	0.97182
0.7543	0.79814
0.7544	0.65731
0.7544	0.65731
0.7546	0.38796
0.7548	0.24365
0.755	0.16745
0.7552	0.12464
0.7554	0.099066
0.7556	0.083186
0.7558	0.073278
0.756	0.067307
0.756	0.067307
0.7562	0.064262
0.7564	0.063703
0.7566	0.065456
0.7568	0.069773
0.757	0.0773
0.7572	0.089247
0.7574	0.1079
0.7576	0.13759
0.7578	0.18666
0.758	0.2721
0.758	0.2721
0.7582	0.42803
0.7584	0.6979
0.7585	0.82809
0.7586	0.9976
0.7586	0.9401
0.7586	0.97785
0.7587	0.9768
0.7588	0.88743
0.7588	0.88743
0.759	0.57845
0.7592	0.36003
0.7594	0.2387
0.7596	0.17067
0.7598	0.13041
0.76	0.10546
0.76	0.10546
0.7602	0.089457
0.7604	0.079144
0.7606	0.072638
0.7608	0.069011
0.761	0.067706
0.7612	0.068549
0.7614	0.071622
0.7616	0.0773
0.7618	0.0863
0.762	0.10004
0.762	0.10004
0.7622	0.1208
0.7624	0.15294
0.7626	0.20429
0.7628	0.29055
0.763	0.44
0.7632	0.68536
0.7634	0.95493
0.7634	0.98453
0.7635	0.99637
0.7635	0.99888
0.7636	0.94353
0.7636	0.97728
0.7636	0.94353
