0.102	0.94447
0.104	0.93259
0.106	0.92921
0.108	0.93499
0.11	0.94873
0.112	0.96691
0.114	0.98476
0.116	0.99703
0.118	0.99963
0.12	0.99213
0.122	0.97689
0.124	0.95878
0.126	0.94301
0.128	0.9335
0.13	0.9328
0.132	0.9408
0.134	0.95557
0.136	0.9734
0.138	0.98951
0.14	0.99881
0.142	0.99868
0.144	0.98887
0.146	0.97306
0.148	0.95592
0.15	0.94221
0.152	0.93569
0.154	0.93746
0.156	0.94738
0.158	0.96267
0.16	0.97975
0.162	0.99361
0.164	0.99985
0.166	0.99676
0.168	0.98564
0.17	0.97008
0.172	0.95474
0.174	0.94374
0.176	0.94009
0.178	0.94433
0.18	0.95547
0.182	0.97091
0.184	0.98616
0.186	0.99689
0.188	0.99998
0.19	0.99449
0.192	0.98247
0.194	0.96759
0.196	0.95457
0.198	0.94676
0.2	0.94608
0.202	0.95245
0.204	0.96451
0.206	0.9789
0.208	0.99153
0.21	0.99909
0.212	0.99907
0.214	0.99191
0.216	0.98005
0.218	0.96755
0.22	0.95792
0.222	0.95338
0.224	0.95557
0.226	0.96338
0.228	0.97513
0.23	0.98726
0.232	0.99647
0.234	0.99992
0.236	0.99727
0.238	0.98924
0.24	0.97907
0.242	0.96945
0.244	0.9634
0.246	0.96263
0.248	0.96679
0.25	0.97507
0.252	0.98504
0.254	0.99376
0.256	0.99911
0.258	0.99968
0.26	0.99582
0.262	0.98948
0.264	0.98286
0.266	0.97802
0.268	0.97654
0.27	0.97866
0.272	0.98369
0.274	0.99002
0.276	0.99566
0.278	0.99932
0.28	0.99991
0.282	0.99803
0.284	0.99475
0.286	0.9915
0.288	0.98951
0.29	0.9895
0.292	0.99135
0.294	0.9943
0.296	0.99727
0.298	0.99931
0.3	0.99998
0.302	0.99965
0.304	0.99863
0.306	0.99816
0.308	0.99819
0.31	0.99904
0.312	0.99983
0.314	0.9999
0.316	0.99906
0.318	0.9974
0.32	0.99582
0.322	0.99548
0.324	0.99682
0.326	0.99911
0.328	0.99977
0.33	0.99494
0.332	0.9814
0.334	0.96
0.336	0.9363
0.338	0.91997
0.34	0.9214
0.342	0.94729
0.344	0.98791
0.3444	0.99448
0.3448	0.99861
0.3452	1.0001
0.3456	0.99742
0.346	0.98994
0.346	0.98994
0.348	0.85554
0.35	0.59109
0.352	0.34756
0.354	0.19549
0.356	0.11276
0.358	0.068422
